id_elemento	titolo_breve	descrizione_breve	comitato_priorità	impatto_microsoft	comitato_descrizione	comitato_retirement_date	comitato_piattaforme	retirement_date	stato_data	giorni_ritardo	descrizione_originale_completa	azione_originale	fonti	link_fonti	ambito_impatto	id_advisor	id_service_health	risorse_json
azure-retirement:v2:ec4229f9a6745cfa8690af126ea8150fc9dd643b1915c79a80f68863365c3ae6	Kubernetes service	Upgrade your AKS cluster from 1.34 Kubernetes Official version		Alto	**AKS: fine del supporto per Kubernetes 1.34**  **Suggerimento:** verificare i cluster 1.34 e pianificare l’upgrade a una release supportata prima della fine del supporto.  [Versioni Kubernetes supportate | Microsoft Learn](https://learn.microsoft.com/en-us/azure/aks/supported-kubernetes-versions)	11/01/2026 [raccomandazione Advisor] — Data di ritiro (Azure Advisor) 11/30/2026 — Fine del supporto (Microsoft Learn)	pagoPA; PARI; Piattaforma Unitaria; Technology	2026-08-21 — Ultimo aggiornamento (Azure Advisor) 2026-11-01 — Data di ritiro (Azure Advisor) 2026-11-30 — Data di ritiro (metadati Azure Advisor)	Date discordanti		Advisor: Azure Kubernetes Service retires 1.34 Kubernetes Official version. To stay within supported versions and service-level agreements (SLA), upgrade to a supported version within 30 days after Azure removes version 1.34 Kubernetes Official version  Upgrade your AKS cluster from 1.34 Kubernetes Official version	Advisor: Remediate  Upgrade AKS cluster from 1.34 Kubernetes official version	Azure Advisor	https://learn.microsoft.com/azure/aks/supported-kubernetes-versions?branch=main&branchFallbackFrom=pr-en-us-3520&tabs=azure-cli	"{""ambienti"":{""ALTRO"":1,""DEV"":3,""PROD"":3,""UAT"":3},""piattaforme"":{""PARI"":{""risorse"":3,""subscription"":3},""Piattaforma Unitaria"":{""risorse"":3,""subscription"":3},""Technology"":{""risorse"":1,""subscription"":1},""pagoPA"":{""risorse"":6,""subscription"":3}},""regioni"":[],""servizi"":[""Kubernetes service""],""totale_piattaforme"":4,""totale_risorse"":13,""totale_subscription"":10}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/0b1bf3f1-eb3e-4855-b9a5-06cde224c60d		"{""PARI"":{""DEV-CSTAR"":{""cstar-d-itn-core-aks-rg"":[""cstar-d-itn-dev-aks""]},""PROD-CSTAR"":{""cstar-p-itn-core-aks-rg"":[""cstar-p-itn-prod-aks""]},""UAT-CSTAR"":{""cstar-u-itn-core-aks-rg"":[""cstar-u-itn-uat-aks""]}},""Piattaforma Unitaria"":{""DEV-P4PA"":{""p4pa-d-itn-dev-aks-rg"":[""p4pa-d-itn-dev-aks""]},""PROD-P4PA"":{""p4pa-p-itn-prod-aks-rg"":[""p4pa-p-itn-prod-aks""]},""UAT-P4PA"":{""p4pa-u-itn-uat-aks-rg"":[""p4pa-u-itn-uat-aks""]}},""Technology"":{""DevOpsLab"":{""dvopla-d-itn-dev-aks-rg"":[""dvopla-d-itn-dev-aks""]}},""pagoPA"":{""DEV-pagoPA"":{""pagopa-d-itn-dev-aks-rg"":[""pagopa-d-itn-dev-aks""],""pagopa-d-weu-dev-aks-rg"":[""pagopa-d-weu-dev-aks""]},""PROD-pagoPA"":{""pagopa-p-itn-prod-aks-rg"":[""pagopa-p-itn-prod-aks""],""pagopa-p-weu-prod-aks-rg"":[""pagopa-p-weu-prod-aks""]},""UAT-pagoPA"":{""pagopa-u-itn-uat-aks-rg"":[""pagopa-u-itn-uat-aks""],""pagopa-u-weu-uat-aks-rg"":[""pagopa-u-weu-uat-aks""]}}}"
azure-retirement:v2:b2a19387c78607b7c48cdb2390b4865448806965282b0261d1766cea63636a75	Virtual machine	Upgrade to a newer SKU of Virtual Machine image		Alto	**Macchine virtuali: aggiornare l’immagine deprecata**  **Suggerimento:** identificare l’immagine esatta nella notifica Advisor e aggiornare template e VM prima dell’enforcement.  [FAQ immagini Azure Marketplace deprecate | Microsoft Learn](https://learn.microsoft.com/en-us/azure/virtual-machines/deprecated-images)	01/12/2027 [immagine specifica da confermare] — Rimozione immagine (Azure Advisor)	pagoPA; Technology	2026-07-16 — Ultimo aggiornamento (Azure Advisor) 2027-01-12 — Rimozione immagine (Azure Advisor)	In scadenza		Advisor: Upgrade to a newer SKU of Virtual Machine image  Virtual Machines (VMs) in your subscription are running on images scheduled for deprecation. Once the image is deprecated, new VMs can't be created from the deprecated image.  To prevent disruption to your workloads, upgrade to a newer image.	Advisor: Upgrade your VM to alternative image plan	Azure Advisor	https://aka.ms/DeprecatedImagesFAQ	"{""ambienti"":{""ALTRO"":1,""DEV"":0,""PROD"":1,""UAT"":0},""piattaforme"":{""Technology"":{""risorse"":1,""subscription"":1},""pagoPA"":{""risorse"":1,""subscription"":1}},""regioni"":[],""servizi"":[""Virtual machine""],""totale_piattaforme"":2,""totale_risorse"":2,""totale_subscription"":2}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/681acf17-11c3-4bdd-8f71-da563c79094c		"{""Technology"":{""ORG"":{""org-p-rap-rg"":[""org-p-rap-vm""]}},""pagoPA"":{""PROD-pagoPA"":{""pagopa-p-weu-dbsecurity-vdi-rg"":[""pagopa-p-weu-dbsecurity-db-vdi""]}}}"
azure-retirement:v2:0089cddc8ed93a6ece34b9683b0a1c64a6a1d451b029f48b9b3950f12748b29e	Key vault	Azure Key Vault API versions prior to 2026-02-01 are being retired		Alto	**Azure Key Vault: ritiro delle API control plane pre-2026-02-01**  **Suggerimento:** aggiornare SDK di gestione e template IaC alla versione 2026-02-01 o successiva; le API data plane non sono coinvolte.  [Aggiornare la versione API di Key Vault | Microsoft Learn](https://learn.microsoft.com/en-us/azure/key-vault/general/migrate-api-version)	02/27/2027 — Data di ritiro (Microsoft Learn)	DEVEX; IO; pagoPA; PARI; Piattaforma Unitaria; Platform Service Management; SelfCare	2026-07-10 — Aggiornamento meno recente osservato (Azure Advisor) 2026-08-31 — Ultimo aggiornamento (Azure Advisor) 2027-02-27 — Data di ritiro (Azure Advisor)	In scadenza		Advisor: Azure Key Vault API versions prior to 2026-02-01 are being retired  Transition to API version 2026-02-01. Azure role-based access control (RBAC) will be the default access control model for all newly created vaults. Existing key vaults will continue using their current access control model.	Advisor: Remediate  Transition to API version 2026-02-01	Azure Advisor	https://learn.microsoft.com/azure/key-vault/general/access-control-default?tabs=azure-cli	"{""ambienti"":{""ALTRO"":0,""DEV"":6,""PROD"":8,""UAT"":4},""piattaforme"":{""DEVEX"":{""risorse"":2,""subscription"":2},""IO"":{""risorse"":18,""subscription"":5},""PARI"":{""risorse"":8,""subscription"":3},""Piattaforma Unitaria"":{""risorse"":4,""subscription"":3},""Platform Service Management"":{""risorse"":1,""subscription"":1},""SelfCare"":{""risorse"":1,""subscription"":1},""pagoPA"":{""risorse"":29,""subscription"":3}},""regioni"":[],""servizi"":[""Key vault""],""totale_piattaforme"":7,""totale_risorse"":63,""totale_subscription"":18}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/7ff06874-39e9-41be-9552-fa1ae2a83c88		"{""DEVEX"":{""DEV-DEVEX"":{""dx-d-itn-common-rg-01"":[""dx-d-itn-common-kv-01""]},""PROD-DEVEX"":{""dx-p-itn-common-rg-01"":[""dx-p-itn-common-kv-01""]}},""IO"":{""DEV-IO"":{""io-d-itn-wallet-rg"":[""io-d-itn-wallet-kv""]},""PROD-CED"":{""ced-p-itn-common-rg-01"":[""ced-p-itn-common-kv-01""]},""PROD-Esercenti"":{""io-p-itn-cgn-pe-rg-01"":[""io-p-itn-cgn-pe-kv-01""]},""PROD-IO"":{""io-p-citizen-auth-sec-rg"":[""io-p-citizen-auth-kv""],""io-p-ioweb-sec-rg"":[""io-p-ioweb-kv""],""io-p-itn-auth-main-rg-01"":[""io-p-itn-auth-kv-01""],""io-p-itn-cdc-rg-01"":[""io-p-itn-cdc-kv-01""],""io-p-itn-cgn-rg-01"":[""io-p-itn-cgn-kv-01""],""io-p-itn-com-rg-01"":[""io-p-itn-com-kv-01""],""io-p-itn-common-rg-01"":[""io-p-itn-platform-kv-01""],""io-p-itn-fims-rg-01"":[""io-p-itn-fims-kv-01""],""io-p-itn-ioweb-rg-01"":[""io-p-itn-ioweb-kv-01""],""io-p-itn-sign-rg-01"":[""io-p-itn-sign-kv-01""],""io-p-itn-svc-rg-01"":[""io-p-itn-svc-kv""],""io-p-itn-wallet-rg-01"":[""io-p-itn-wallet-kv-01""],""io-p-rg-common"":[""io-p-kv-common""],""io-p-sec-rg"":[""io-p-kv""]},""UAT-Esercenti"":{""io-u-itn-cgn-pe-rg-01"":[""io-u-itn-cgn-pe-kv-01""]}},""PARI"":{""DEV-CSTAR"":{""cstar-d-itn-idpay-security-rg"":[""cstar-d-itn-idpay-kv""],""cstar-d-itn-mdc-security-rg"":[""cstar-d-itn-mdc-kv""]},""PROD-CSTAR"":{""cstar-p-itn-core-sec-rg"":[""cstar-p-itn-cicd-kv"",""cstar-p-itn-core-kv""],""cstar-p-itn-idpay-security-rg"":[""cstar-p-itn-idpay-kv""]},""UAT-CSTAR"":{""cstar-u-itn-core-sec-rg"":[""cstar-u-itn-core-kv""],""cstar-u-itn-idpay-security-rg"":[""cstar-u-itn-idpay-kv""],""cstar-u-itn-srtp-security-rg"":[""cstar-u-itn-srtp-kv""]}},""Piattaforma Unitaria"":{""DEV-P4PA"":{""p4pa-d-itn-payhub-sec-rg"":[""p4pa-d-payhub-kv""]},""PROD-P4PA"":{""p4pa-p-itn-core-sec-rg"":[""p4pa-p-itn-core-kv""],""p4pa-p-itn-payhub-sec-rg"":[""p4pa-p-payhub-kv""]},""UAT-P4PA"":{""p4pa-u-itn-payhub-sec-rg"":[""p4pa-u-payhub-kv""]}},""Platform Service Management"":{""PROD-PLATFORM-SM"":{""plsm-p-itn-common-rg-01"":[""plsm-p-itn-common-kv-01""]}},""SelfCare"":{""DEV-SelfCare"":{""selc-d-sec-rg"":[""selc-d-kv""]}},""pagoPA"":{""DEV-pagoPA"":{""pagopa-d-aca-sec-rg"":[""pagopa-d-aca-kv""],""pagopa-d-checkout-sec-rg"":[""pagopa-d-checkout-kv""],""pagopa-d-ecommerce-sec-rg"":[""pagopa-d-ecommerce-kv""],""pagopa-d-fdr-sec-rg"":[""pagopa-d-fdr-kv""],""pagopa-d-gps-sec-rg"":[""pagopa-d-gps-kv""],""pagopa-d-itn-posgw-sec-rg"":[""pagopa-d-itn-posgw-kv""],""pagopa-d-mock-sec-rg"":[""pagopa-d-mock-kv""],""pagopa-d-nodo-sec-rg"":[""pagopa-d-nodo-kv""],""pagopa-d-receipts-sec-rg"":[""pagopa-d-receipts-kv""],""pagopa-d-sec-rg"":[""pagopa-d-kv""],""pagopa-d-shared-sec-rg"":[""pagopa-d-shared-kv""],""pagopa-d-weu-core-ca-rg"":[""pagopa-d-weu-core-ca-kv""]},""PROD-pagoPA"":{""pagopa-p-checkout-sec-rg"":[""pagopa-p-checkout-kv""],""pagopa-p-ecommerce-sec-rg"":[""pagopa-p-ecommerce-kv""],""pagopa-p-gps-sec-rg"":[""pagopa-p-gps-kv""],""pagopa-p-nodo-sec-rg"":[""pagopa-p-nodo-kv""],""pagopa-p-sec-rg"":[""pagopa-p-azdo-weu-kv"",""pagopa-p-kv""],""pagopa-p-shared-sec-rg"":[""pagopa-p-shared-kv""],""pagopa-p-weu-core-ca-rg"":[""pagopa-p-weu-core-ca-kv""]},""UAT-pagoPA"":{""pagopa-u-checkout-sec-rg"":[""pagopa-u-checkout-kv""],""pagopa-u-ecommerce-sec-rg"":[""pagopa-u-ecommerce-kv""],""pagopa-u-fdr-sec-rg"":[""pagopa-u-fdr-kv""],""pagopa-u-gps-sec-rg"":[""pagopa-u-gps-kv""],""pagopa-u-nodo-sec-rg"":[""pagopa-u-nodo-kv""],""pagopa-u-receipts-sec-rg"":[""pagopa-u-receipts-kv""],""pagopa-u-sec-rg"":[""pagopa-u-kv""],""pagopa-u-shared-sec-rg"":[""pagopa-u-shared-kv""],""pagopa-u-weu-core-ca-rg"":[""pagopa-u-weu-core-ca-kv""]}}}"
azure-retirement:v2:270d403f284213e58f70737ff206adb89b9feff2336aa8e61747245d23983a1c	Kubernetes service	Upgrade your AKS cluster from 1.35 Kubernetes Official version		Alto	**AKS: fine del supporto per Kubernetes 1.35**  **Suggerimento:** pianificare l’upgrade a una release supportata prima della fine del supporto e verificare la finestra di 30 giorni dalla rimozione.  [Versioni Kubernetes supportate | Microsoft Learn](https://learn.microsoft.com/en-us/azure/aks/supported-kubernetes-versions)	03/01/2027 [raccomandazione Advisor] — Data di ritiro (Azure Advisor) 03/31/2027 — Fine del supporto (Microsoft Learn)	Piattaforma Unitaria	2026-09-22 — Ultimo aggiornamento (Azure Advisor) 2027-03-01 — Data di ritiro (Azure Advisor)	In scadenza		Advisor: Azure Kubernetes Service retires 1.35 Kubernetes Official version. To stay within supported versions and service-level agreements (SLA), upgrade to a supported version within 30 days after Azure removes version 1.35 Kubernetes Official version  Upgrade your AKS cluster from 1.35 Kubernetes Official version	Advisor: Upgrade AKS cluster from 1.35 Kubernetes official version	Azure Advisor	https://learn.microsoft.com/azure/aks/supported-kubernetes-versions?branch=main&branchFallbackFrom=pr-en-us-3520&tabs=azure-cli	"{""ambienti"":{""ALTRO"":0,""DEV"":1,""PROD"":0,""UAT"":0},""piattaforme"":{""Piattaforma Unitaria"":{""risorse"":1,""subscription"":1}},""regioni"":[],""servizi"":[""Kubernetes service""],""totale_piattaforme"":1,""totale_risorse"":1,""totale_subscription"":1}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/e228c486-197f-415c-8b93-5e2b07458c17		"{""Piattaforma Unitaria"":{""DEV-P4PA"":{""p4pa-d-itn-dev-aks-rg"":[""p4pa-d-itn-dev-aks""]}}}"
azure-retirement:v2:72a0c69fc81859280532f3a4237b0778bfd241259a2f14c05ee13f36204d7f19	Application gateway	Application Gateway Web Application Firewall v2 configuration is retiring		Medio	**Application Gateway WAF v2: ritiro della configurazione legacy**  **Suggerimento:** migrare a WAF Policy entro il 03/15/2027 e riconciliare la data diversa riportata da Azure Advisor.  [Upgrade a WAF Policy | Microsoft Learn](https://learn.microsoft.com/en-us/azure/web-application-firewall/ag/upgrade-ag-waf-policy#upgrade-waf-v2-with-legacy-waf-configuration-to-waf-policy)	03/15/2025 [SCADUTA] — Blocco delle nuove configurazioni legacy (Microsoft Learn) 03/15/2027 — Ritiro della configurazione legacy (Microsoft Learn) 03/31/2027 [data Advisor discordante] — Data di ritiro (Azure Advisor)	Fatturazione; IO; pagoPA; PARI; SelfCare	2026-04-16 — Ultimo aggiornamento (Azure Advisor) 2027-03-31 — Data di ritiro (Azure Advisor)	In scadenza		Advisor: Application Gateway Web Application Firewall v2 configuration is retiring  To continue using the service, migrate to Application Gateway WAF v2 Policy before the retirement date.	Advisor: Migrate to Application Gateway WAF v2 Policy  Remediate	Azure Advisor	https://learn.microsoft.com/azure/web-application-firewall/ag/upgrade-ag-waf-policy?tabs=portal#upgrade-waf-v2-with-legacy-waf-configuration-to-waf-policy	"{""ambienti"":{""ALTRO"":0,""DEV"":0,""PROD"":5,""UAT"":1},""piattaforme"":{""Fatturazione"":{""risorse"":1,""subscription"":1},""IO"":{""risorse"":2,""subscription"":2},""PARI"":{""risorse"":1,""subscription"":1},""SelfCare"":{""risorse"":1,""subscription"":1},""pagoPA"":{""risorse"":1,""subscription"":1}},""regioni"":[],""servizi"":[""Application gateway""],""totale_piattaforme"":5,""totale_risorse"":6,""totale_subscription"":6}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/13d4b9e9-e144-4fa6-8d03-38b1c9f2b4a3		"{""Fatturazione"":{""PROD-FATTURAZIONE"":{""fat-p-networking-rg"":[""fat-p-agw""]}},""IO"":{""PROD-Esercenti"":{""io-p-itn-cgn-pe-rg-01"":[""io-p-itn-cgn-pe-agw-01""]},""UAT-Esercenti"":{""io-u-itn-cgn-pe-rg-01"":[""io-u-itn-cgn-pe-agw-01""]}},""PARI"":{""PROD-CSTAR"":{""cstar-p-vnet-rg"":[""cstar-p-app-gw-maz""]}},""SelfCare"":{""PROD-SelfCare"":{""selc-p-vnet-rg"":[""selc-p-app-gw""]}},""pagoPA"":{""PROD-pagoPA"":{""pagopa-p-vnet-rg"":[""pagopa-p-app-gw""]}}}"
azure-retirement:v2:ac5acd8a799c49afdecf4de1122f42b7d463a83387959c37a2af09b33d07b274	App service	Migrate to TLS 1.2 or later for Functions		Medio	**Azure Functions: ritiro delle connessioni TLS 1.0/1.1 in ingresso**  **Suggerimento:** verificare client, endpoint e SCM/Kudu; aggiornare tutte le connessioni a TLS 1.2 o successivo.  [Ritiro TLS 1.0/1.1 in App Service e Functions | Microsoft Learn](https://learn.microsoft.com/en-us/azure/app-service/tls-minimum-version)	05/31/2027 — Ritiro TLS 1.0/1.1 per connessioni in ingresso (Microsoft Learn)	IO	2026-07-13 — Ultimo aggiornamento (Azure Advisor) 2027-05-31 — Data di ritiro (Azure Advisor)	In scadenza		Advisor: Functions will no longer accept connections using TLS 1.0 or TLS 1.1. Any client, application, or service that continues to use these legacy TLS versions will be unable to connect to these services. Migrate to TLS 1.2 or later.  Migrate to TLS 1.2 or later for Functions	Advisor: Migrate to TLS 1.2 or later for Functions  Remediate	Azure Advisor	https://azure.microsoft.com/updates/?id=557852	"{""ambienti"":{""ALTRO"":0,""DEV"":0,""PROD"":1,""UAT"":0},""piattaforme"":{""IO"":{""risorse"":2,""subscription"":1}},""regioni"":[],""servizi"":[""App service""],""totale_piattaforme"":1,""totale_risorse"":2,""totale_subscription"":1}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/de15ab5e-80bd-405f-a709-47cb3e8c7819		"{""IO"":{""PROD-IO"":{""io-p-rg-internal"":[""io-p-func-iopayportal"",""io-p-func-iopayportal/staging""]}}}"
azure-retirement:v2:e505206ada85e3679d8b5a971c35d0904498361c7d88d0aa54c7fa0f4d85619c	Kubernetes service	Migrate to Ubuntu 24.04 or later versions		Medio	**AKS: ritiro del supporto per Ubuntu 22.04**  **Suggerimento:** migrare i node pool a Ubuntu 24.04; dopo il ritiro non saranno più disponibili patch di sicurezza per Ubuntu 22.04.  [Aggiornare la versione OS nei cluster AKS | Microsoft Learn](https://learn.microsoft.com/en-us/azure/aks/upgrade-os-version) · [Annuncio AKS | GitHub](https://github.com/Azure/AKS/issues/5701)	06/30/2027 — Fine del supporto e delle patch di sicurezza; stop a nuovi node pool (Microsoft Learn) 04/30/2028 — Rimozione delle immagini Ubuntu 22.04; possibili errori di scale e remediation (Azure/AKS #5701)	pagoPA; PARI; Piattaforma Unitaria; Technology	2026-05-07 — Ultimo aggiornamento (Azure Advisor) 2027-06-30 — Data di ritiro (Azure Advisor)	In scadenza		Advisor: Azure Kubernetes Service support for Ubuntu 22.04 is retiring, transition to Ubuntu 24.04+ or a supported alternative.  Migrate to Ubuntu 24.04 or later versions	Advisor: Migrate to Ubuntu 24.04 or later versions	Azure Advisor	https://app.azure.com/h/9Y2Z-_K8; https://azure.microsoft.com/updates/?id=557928	"{""ambienti"":{""ALTRO"":1,""DEV"":3,""PROD"":3,""UAT"":3},""piattaforme"":{""PARI"":{""risorse"":3,""subscription"":3},""Piattaforma Unitaria"":{""risorse"":3,""subscription"":3},""Technology"":{""risorse"":1,""subscription"":1},""pagoPA"":{""risorse"":6,""subscription"":3}},""regioni"":[],""servizi"":[""Kubernetes service""],""totale_piattaforme"":4,""totale_risorse"":13,""totale_subscription"":10}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/00dbcc9d-50d4-44ef-bc21-c15785cddf42		"{""PARI"":{""DEV-CSTAR"":{""cstar-d-itn-core-aks-rg"":[""cstar-d-itn-dev-aks""]},""PROD-CSTAR"":{""cstar-p-itn-core-aks-rg"":[""cstar-p-itn-prod-aks""]},""UAT-CSTAR"":{""cstar-u-itn-core-aks-rg"":[""cstar-u-itn-uat-aks""]}},""Piattaforma Unitaria"":{""DEV-P4PA"":{""p4pa-d-itn-dev-aks-rg"":[""p4pa-d-itn-dev-aks""]},""PROD-P4PA"":{""p4pa-p-itn-prod-aks-rg"":[""p4pa-p-itn-prod-aks""]},""UAT-P4PA"":{""p4pa-u-itn-uat-aks-rg"":[""p4pa-u-itn-uat-aks""]}},""Technology"":{""DevOpsLab"":{""dvopla-d-itn-dev-aks-rg"":[""dvopla-d-itn-dev-aks""]}},""pagoPA"":{""DEV-pagoPA"":{""pagopa-d-itn-dev-aks-rg"":[""pagopa-d-itn-dev-aks""],""pagopa-d-weu-dev-aks-rg"":[""pagopa-d-weu-dev-aks""]},""PROD-pagoPA"":{""pagopa-p-itn-prod-aks-rg"":[""pagopa-p-itn-prod-aks""],""pagopa-p-weu-prod-aks-rg"":[""pagopa-p-weu-prod-aks""]},""UAT-pagoPA"":{""pagopa-u-itn-uat-aks-rg"":[""pagopa-u-itn-uat-aks""],""pagopa-u-weu-uat-aks-rg"":[""pagopa-u-weu-uat-aks""]}}}"
azure-retirement:v2:95ffbdf8b76ff7ac6b9f5dd0ee7b77c74b22907ee064e6fc7d813a20dd618fa2	Data factory	Enable Modern trusted service access for Azure Data Factory to strengthen network security		Alto	**Azure Data Factory: abilitare Modern trusted service**  **Suggerimento:** abilitare l’accesso Modern trusted service e testare la connettività verso Storage e Key Vault.  [Modern trusted service | Microsoft Learn](https://learn.microsoft.com/azure/data-factory/modern-trusted-service)	08/01/2027 [giorno Advisor da confermare] — Data di ritiro (Azure Advisor) 08/2027 — Ritiro indicato dalla guida Microsoft; giorno non specificato	IO	2026-08-04 — Ultimo aggiornamento (Azure Advisor) 2027-08-01 — Data di ritiro (Azure Advisor)	In scadenza		Advisor: Azure Data Factory Modern trusted service setting isn’t enabled for secure access to Azure Storage and Azure Key Vault. Enable it to simplify secure connectivity to protected resources and align your factory with current security standards.  Enable Modern trusted service access for Azure Data Factory to strengthen network security	Advisor: Adopt the Modern trusted service setting	Azure Advisor	https://app.azure.com/h/JS1C-HR8; https://learn.microsoft.com/azure/data-factory/modern-trusted-service	"{""ambienti"":{""ALTRO"":0,""DEV"":0,""PROD"":1,""UAT"":0},""piattaforme"":{""IO"":{""risorse"":1,""subscription"":1}},""regioni"":[],""servizi"":[""Data factory""],""totale_piattaforme"":1,""totale_risorse"":1,""totale_subscription"":1}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/a8a24eaf-864b-406d-b894-c9cfd55154f5		"{""IO"":{""PROD-IO"":{""io-p-rg-utils"":[""io-p-df-utils""]}}}"
azure-retirement:v2:049dfc9ab3fd06e4c190f8e911e5f66a035c3e45e32ba9a969b5bcb4df207912	Cosmos DB account	Upgrade your Azure Cosmos DB API for MongoDB account to v4.2 to save on query/storage costs and utilize new features		Medio	**Azure Cosmos DB per MongoDB: upgrade alla versione 4.2**  **Suggerimento:** verificare la compatibilità e pianificare un test di upgrade; la guida non indica una scadenza di ritiro.  [Aggiornare la versione MongoDB | Microsoft Learn](https://learn.microsoft.com/en-us/azure/cosmos-db/mongodb/upgrade-version)	Nessuna scadenza di ritiro indicata dalla guida collegata.	PARI	2026-04-23 — Ultimo aggiornamento (Azure Advisor)	Data non disponibile		Advisor: Upgrade your Azure Cosmos DB API for MongoDB account to v4.2 to save on query/storage costs and utilize new features  Your Azure Cosmos DB API for MongoDB account is eligible to upgrade to version 4.2. Upgrading to v4.2 can reduce your storage costs by up to 55% and your query costs by up to 45% by leveraging a new storage format. Numerous additional features such as multi-document transactions are also included in v4.2.	Advisor: Upgrade to version 4.2	Azure Advisor	https://docs.microsoft.com/azure/cosmos-db/mongodb-version-upgrade	"{""ambienti"":{""ALTRO"":0,""DEV"":1,""PROD"":0,""UAT"":0},""piattaforme"":{""PARI"":{""risorse"":1,""subscription"":1}},""regioni"":[],""servizi"":[""Cosmos DB account""],""totale_piattaforme"":1,""totale_risorse"":1,""totale_subscription"":1}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/0da795d9-26d2-4f02-a019-0ec383363c88		"{""PARI"":{""DEV-CSTAR"":{""cstar-d-mil-data-rg"":[""cstar-d-mil-cosmos""]}}}"
azure-retirement:v2:0dda532f9277a67d20d5882550f858d605002e5611be1bb62c261b6e25a8ce5a	Cosmos DB account	Upgrade old Azure Cosmos DB SDK to the latest version		Medio	**Azure Cosmos DB: aggiornare l’SDK obsoleto**  **Suggerimento:** identificare linguaggio, package e versione SDK, quindi testare l’upgrade a una versione supportata.  [Documentazione Cosmos DB](https://learn.microsoft.com/en-us/azure/cosmos-db/) · [SDK .NET v3](https://learn.microsoft.com/en-us/azure/cosmos-db/sdk-dotnet-v3) · [SDK Java v4](https://learn.microsoft.com/en-us/azure/cosmos-db/sdk-java-v4)	Nessuna scadenza operativa verificata nelle fonti collegate.	pagoPA	2026-05-13 — Aggiornamento meno recente osservato (Azure Advisor) 2026-09-24 — Ultimo aggiornamento (Azure Advisor)	Data non disponibile		Advisor: An Azure Cosmos DB account using an old version of the SDK lacks the latest fixes and improvements. Your Azure Cosmos DB account is using an old version of the SDK. For the latest fixes, performance improvements, and new feature capabilities, upgrade to the latest version.  Upgrade old Azure Cosmos DB SDK to the latest version	Advisor: Upgrade your {language} SDK	Azure Advisor	https://docs.microsoft.com/azure/cosmos-db; https://docs.microsoft.com/azure/cosmos-db/nosql/sdk-dotnet-v3; https://docs.microsoft.com/azure/cosmos-db/nosql/sdk-java-v4	"{""ambienti"":{""ALTRO"":0,""DEV"":1,""PROD"":1,""UAT"":1},""piattaforme"":{""pagoPA"":{""risorse"":7,""subscription"":3}},""regioni"":[],""servizi"":[""Cosmos DB account""],""totale_piattaforme"":1,""totale_risorse"":7,""totale_subscription"":3}"	https://portal.azure.com/#view/Microsoft_Azure_Expert/RecommendationListBlade/recommendationTypeId/51a4e6bd-5a95-4a41-8309-40f5640fdb8b		"{""pagoPA"":{""DEV-pagoPA"":{""pagopa-d-weu-nodo-verifyko-to-datastore-rg"":[""pagopa-d-weu-nodo-verifyko-cosmos-account""]},""PROD-pagoPA"":{""pagopa-p-weu-bizevents-rg"":[""pagopa-p-weu-bizevents-ds-cosmos-account"",""pagopa-p-weu-bizevents-neg-ds-cosmos-account""],""pagopa-p-weu-nodo-verifyko-to-datastore-rg"":[""pagopa-p-weu-nodo-verifyko-cosmos-account""],""pagopa-p-weu-receipts-rg"":[""pagopa-p-weu-receipts-ds-cosmos-account""]},""UAT-pagoPA"":{""pagopa-u-weu-nodo-verifyko-to-datastore-rg"":[""pagopa-u-weu-nodo-verifyko-cosmos-account""],""pagopa-u-weu-receipts-rg"":[""pagopa-u-weu-receipts-ds-cosmos-account""]}}}"
